time,Point Number,Latitude,Longitude,Value1,Temperature,Salinity,Dissolved Oxygen,Density,Value2,Temperature2,Value3,Value4,Value5
678,29,0522.7N,115.6E,9999.9,10.8,32,6.6,1023.09999.9,15.1,999.9,999.9,999.9,999.9
679,29,0622.7N,115.6E,9999.9,9.7,9,3.2,1022.99999.9,15,999.9,999.9,999.9,999.9
680,29,0722.7N,115.6E,9999.9,9.4,12,4.3,1022.69999.9,14.9,999.9,999.9,999.9,999.9
681,29,0822.7N,115.6E,9999.9,9,4,3.9,1022.59999.9,14.8,99.7,99.7,999.9,999.9
682,29,0922.7N,115.6E,9999.9,9,15,4.9,1023.19999.9,14.9,999.9,999.9,999.9,999.9
683,29,1022.7N,115.6E,9999.9,8.6,13,4.4,1023.69999.9,15.1,999.9,999.9,999.9,999.9
684,29,1122.7N,115.6E,9999.9,9.2,20,4.5,1024.29999.9,15.2,99.7,99.7,999.9,999.9
685,29,1222.7N,115.6E,9999.9,9.8,24,6.8,1024.99999.9,15.3,999.9,999.9,999.9,999.9
686,29,1322.7N,115.6E,9999.9,10.8,25,5.4,1025.59999.9,15.5,999.9,999.9,999.9,999.9
687,29,1422.7N,115.6E,9999.9,11.6,33,3.8,1024.99999.9,15.7,99.7,99.7,999.9,999.9
688,29,1522.7N,115.6E,9999.9,12.4,43,3.4,1023.99999.9,15.7,999.9,999.9,999.9,999.9
689,29,1622.7N,115.6E,9999.9,14.2,62,4.1,1022.49999.9,15.7,999.9,999.9,999.9,999.9
690,29,1722.7N,115.6E,9999.9,14.2,77,3.3,1021.39999.9,15.6,99.7,99.7,999.9,999.9
691,29,1822.7N,115.6E,9999.9,14.7,205,3.8,1020.99999.9,15.6,999.9,999.9,999.9,999.9
692,29,1922.7N,115.6E,9999.9,14.5,214,2.8,1020.89999.9,15.5,999.9,999.9,999.9,999.9
693,29,2022.7N,115.6E,9999.9,13.5,170,1.7,1021.19999.9,15.4,999.9,999.9,999.9,999.9
694,29,2122.7N,115.6E,9999.9,12.9,148,2,1021.39999.9,15.4,999.9,999.9,999.9,999.9
695,29,2222.7N,115.6E,9999.9,13.3,89,3.1,1021.69999.9,15.4,999.9,999.9,999.9,999.9
696,29,2322.7N,115.6E,9999.9,13.2,107,3.7,1022.29999.9,15.4,999.9,999.9,999.9,999.9
697,30,0022.7N,115.6E,9999.9,13.5,69,4.2,1022.89999.9,15.4,999.9,999.9,999.9,999.9
698,30,0122.7N,115.6E,9999.9,12.7,31,2.1,1023.29999.9,15.3,999.9,999.9,999.9,999.9
699,30,0222.7N,115.6E,9999.9,13.2,56,6.6,1023.09999.9,15.3,999.9,999.9,999.9,999.9
700,30,0322.7N,115.6E,9999.9,13.2,68,7.9,1023.19999.9,15.3,999.9,999.9,999.9,999.9
701,30,0422.7N,115.6E,9999.9,13.2,56,7.5,1022.89999.9,15.3,999.9,999.9,999.9,999.9
702,30,0522.7N,115.6E,9999.9,13,55,7.1,1022.39999.9,15.3,999.9,999.9,999.9,999.9
703,30,0622.7N,115.6E,9999.9,11.9,28,5.6,1021.99999.9,15.3,999.9,999.9,999.9,999.9
704,30,0722.7N,115.6E,9999.9,11.3,22,5.1,1021.99999.9,15.3,999.9,999.9,999.9,999.9
705,30,0822.7N,115.6E,9999.9,11.2,19,4.9,1022.09999.9,15.3,99.7,99.7,999.9,999.9
706,30,0922.7N,115.6E,9999.9,11.1,22,7.4,1022.39999.9,15.3,999.9,999.9,999.9,999.9
707,30,1022.7N,115.6E,9999.9,10.9,28,5,1023.19999.9,15.4,999.9,999.9,999.9,999.9
708,30,1122.7N,115.6E,9999.9,11.6,31,4.7,1023.79999.9,15.5,99.7,99.7,999.9,999.9
709,30,1222.7N,115.6E,9999.9,12.8,47,4.4,1024.29999.9,15.7,999.9,999.9,999.9,999.9
710,30,1322.7N,115.6E,9999.9,13.8,66,7.4,1024.49999.9,15.8,999.9,999.9,999.9,999.9
711,30,1422.7N,115.6E,9999.9,14.4,77,6.8,1023.79999.9,15.9,99.7,99.7,999.9,999.9
712,30,1522.7N,115.6E,9999.9,14.8,79,8.8,1022.39999.9,15.9,999.9,999.9,999.9,999.9
713,30,1622.7N,115.6E,9999.9,15.3,84,9.1,1020.89999.9,15.9,999.9,999.9,999.9,999.9
714,30,1722.7N,115.6E,9999.9,15.6,91,10.5,1019.69999.9,15.9,99.7,99.7,999.9,999.9
715,30,1822.7N,115.6E,9999.9,15.7,99,10.6,1019.19999.9,15.8,999.9,999.9,999.9,999.9
716,30,1922.7N,115.6E,9999.9,15.4,98,11.5,1018.99999.9,15.6,999.9,999.9,999.9,999.9
717,30,2022.7N,115.6E,9999.9,15.3,97,11,1019.09999.9,15.5,999.9,999.9,999.9,999.9
718,30,2122.7N,115.6E,9999.9,15,91,11.1,1018.99999.9,15.4,999.9,999.9,999.9,999.9
719,30,2222.7N,115.6E,9999.9,14.7,88,11,1019.29999.9,15.4,999.9,999.9,999.9,999.9
720,30,2322.7N,115.6E,9999.9,14.6,87,10.4,1019.99999.9,15.4,999.9,999.9,999.9,999.9
721,31,0022.7N,115.6E,9999.9,14.6,79,10.1,1020.09999.9,15.4,999.9,999.9,999.9,999.9
722,31,0122.7N,115.6E,9999.9,14.6,76,9,1020.39999.9,15.3,999.9,999.9,999.9,999.9
723,31,0222.7N,115.6E,9999.9,14.5,70,9.8,1020.39999.9,15.2,999.9,999.9,999.9,999.9
724,31,0322.7N,115.6E,9999.9,13.5,54,7,1020.29999.9,15.1,999.9,999.9,999.9,999.9
725,31,0422.7N,115.6E,9999.9,13.3,63,8.1,1020.19999.9,15.1,999.9,999.9,999.9,999.9
726,31,0522.7N,115.6E,9999.9,13.3,59,8.6,1019.69999.9,15.1,999.9,999.9,999.9,999.9
727,31,0622.7N,115.6E,9999.9,13.2,41,8.2,1019.49999.9,15.1,999.9,999.9,999.9,999.9
728,31,0722.7N,115.6E,9999.9,11.9,24,5.8,1019.19999.9,15.2,999.9,999.9,999.9,999.9
729,31,0822.7N,115.6E,9999.9,12.2,17,4.6,1018.59999.9,15.2,99.7,99.7,999.9,999.9
730,31,0922.7N,115.6E,9999.9,12,26,7.6,1019.19999.9,15.3,999.9,999.9,999.9,999.9
731,31,1022.7N,115.6E,9999.9,12.2,31,6.7,1019.39999.9,15.3,999.9,999.9,999.9,999.9
732,31,1122.7N,115.6E,9999.9,12.3,31,8,1019.39999.9,15.4,99.7,99.7,999.9,999.9
733,31,1222.7N,115.6E,9999.9,12.7,39,9.6,1019.19999.9,15.5,999.9,999.9,999.9,999.9
734,31,1322.7N,115.6E,9999.9,13.9,25,5.3,1019.79999.9,15.5,999.9,999.9,999.9,999.9
735,31,1422.7N,115.6E,9999.9,14.5,58,4.8,1019.29999.9,15.6,99.7,99.7,999.9,999.9
736,31,1522.7N,115.6E,9999.9,15.3,74,5.5,1018.19999.9,15.6,999.9,999.9,999.9,999.9
737,31,1622.7N,115.6E,9999.9,15.7,64,3.7,1017.09999.9,15.7,999.9,999.9,999.9,999.9
738,31,1722.7N,115.6E,9999.9,15.8,57,2.5,1016.19999.9,15.6,99.7,99.7,999.9,999.9
739,31,1822.7N,115.6E,9999.9,16.4,61,4.3,1015.39999.9,15.6,999.9,999.9,999.9,999.9
740,31,1922.7N,115.6E,9999.9,16,68,5.6,1015.19999.9,15.5,999.9,999.9,999.9,999.9
741,31,2022.7N,115.6E,9999.9,16.1,70,5.5,1015.09999.9,15.5,999.9,999.9,999.9,999.9
742,31,2122.7N,115.6E,9999.9,15.9,78,5.3,1015.09999.9,15.5,999.9,999.9,999.9,999.9
743,31,2222.7N,115.6E,9999.9,15.6,76,5.2,1015.09999.9,15.5,999.9,999.9,999.9,999.9
744,31,2322.7N,115.6E,9999.9,15.7,78,5,1015.59999.9,15.5,999.9,999.9,999.9,999.9
